,Membership_1M,Membership_2M,Membership_12M,Membership_6M,Wristband,Water - Aquafina 500ml,Water - Revive Organe 500ml,Water - Revive White 500ml,Membership_7M,JoiningFee_1M,Towel,Lock,Membership_13M,PT 10 session,Dabaco 1 Egg,JoiningFee_2M,Membership_1D,PT 10 upgrade to 30 session,Dabaco Combo 5 Egg,Shaker,Membership_3M,PT 30 session,PT 100 session,PT 10 upgrade to 100 session,PT 50 session,PT 10 upgrade to 50 session,Fitto,Fitto Superfit
102002371,0.031228358974358907,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002394,0.12351584615384617,0.05242594871794877,,,,,,,,,,,,,,,,,,,,,,,,,,
102002395,0.09819035897435899,,,,0.15240569800569792,,,,,,,,,,,,,,,,,,,,,,,
102002398,,,,0.08821994301994297,,,,,,,,,,,,,,,,,,,,,,,,
102002406,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002416,0.14131825641025644,0.09004133333333325,,,,,,,,,,,,,,,,,,,,,,,,,,
102002425,0.0718595897435897,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002439,0.06633605128205124,0.07875671794871791,,,,,,,,,,,,,,,,,,,,,,,,,,
102002445,0.06758989743589738,0.08001056410256405,,,,,,,,,,,,,,,,,,,,,,,,,,
102002446,0.08314420512820506,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002447,0.08314420512820506,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002462,,,0.12966723646723644,,,,,,,,,,,,,,,,,,,,,,,,,
102002477,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002481,0.11223123076923067,,,0.10577378917378921,,,,,,,,,,,,,,,,,,,,,,,,
102002486,0.09216969230769229,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002499,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002533,,0.04239517948717943,,,,,,,,,,,,,,,,,,,,,,,,,,
102002583,,,,0.08821994301994297,,,,,,,,,,,,,,,,,,,,,,,,
102002590,,0.0862797948717948,,,,,,,,,,,,,,,,,,,,,,,,,,
102002592,0.07336200000000004,,,,,,,,,0.10908461538461543,,,,,,,,,,,,,,,,,,
102002604,0.08639758974358977,,,,,,,,,0.0739769230769231,,,,,,,,,,,,,,,,,,
102002632,0.0668442051282051,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002652,,,,0.14213532763532755,,,,,,,,,,,,,,,,,,,,,,,,
102002654,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002655,0.04125912820512825,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002674,,0.06371056410256411,,,,,,,,,,,,,,,,,,,,,,,,,,
102002685,,,,0.12207378917378915,,,,,,,,,,,,,,,,,,,,,,,,
102002690,,,,0.14088148148148139,,,,,,,,,,,,,,,,,,,,,,,,
102002718,0.07060574358974356,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002722,0.15786682051282044,0.07875671794871791,,,,,,,,,,,,,,,,,,,,,,,,,,
102002738,0.08263605128205131,0.04490287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
102002739,0.09868748717948722,0.04490287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
102002740,,,,0.120819943019943,,,,,,,,,,,,,,,,,,,,,,,,
102002743,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002747,,,,0.1433891737891737,,,,,,,,,,,,,,,,,,,,,,,,
102002755,0.061072102564102594,,,,,,,,,0.06770769230769222,,,,,,,,,,,,,,,,,,
102002784,0.04853364102564096,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002797,,0.08251825641025635,,,,,,,,,,,,,,,,,,,,,,,,,,
102002801,0.074367282051282,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002812,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002817,0.08815958974358978,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002830,,0.057074974358974344,,,,,,,,,,,,,,,,,,,,,,,,,,
102002865,,0.06371056410256411,,,,,,,,,,,,,,,,,,,,,,,,,,
102002886,0.0854033333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002901,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002904,0.16162835897435904,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
102002908,,,,0.11455071225071226,,,,,,,,,,,,,,,,,,,,,,,,
102002938,0.06057497435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002939,0.06057497435897436,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002940,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002950,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002951,0.10721584615384608,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002962,0.05706199999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002963,0.0693518974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002970,0.10495671794871797,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002975,0.13153605128205131,0.05117210256410247,,,,,,,,,,,,,,,,,,,,,,,,,,
102002977,,0.05117210256410247,,,,,,,,,,,,,,,,,,,,,,,,,,
102002989,0.16664374358974363,,,,,0.0025894017094017048,0.0016990313390313346,0.006596068376068372,,,,,,,,,,,,,,,,,,,,
102003025,0.1240129743589744,,,0.14213532763532755,,,,,,,,,,,,,,,,,,,,,,,,
102003028,,,0.125905698005698,,,,,,,,,,,,,,,,,,,,,,,,,
102003051,,,,0.13210455840455834,,,,,,,,,,,,,,,,,,,,,,,,
102003053,0.10470815384615378,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003083,0.06559035897435896,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003087,0.07762066666666657,0.057074974358974344,,,,,,,,,,,,,,,,,,,,,,,,,,
102003104,0.0400052820512821,0.1251490256410256,,,,,,,,,,,,,,,,,,,,,,,,,,
102003122,,0.029856717948717932,,,,,,,,,,,,,,,,,,,,,,,,,,
102003124,0.0793826666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003126,0.052295179487179405,0.1627644102564102,,,,,,,,,,,,,,,,,,,,,,,,,,
102003127,0.11247979487179485,,,0.10577378917378921,,,,,,,,,,,,,,,,,,,,,,,,
102003128,0.07788025641025641,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003130,0.06758989743589738,0.08001056410256405,,,0.06839800569800561,,,,,,,,,,,,,,,,,,,,,,,
102003145,0.02245143589743586,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003154,0.02746682051282046,0.11887979487179484,,,,,,,,,,,,,,,,,,,,,,,,,,
102003156,,,0.17229800569800569,,,,,,,,,,,,,,,,,,,,,,,,,
102003158,,,,0.14840455840455843,,,,,,,,,,,,,,,,,,,,,,,,
102003164,0.08966199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003169,,0.04991825641025632,,,,,,,,,,,,,,,,,,,,,,,,,,
102003175,,0.071233641025641,,,,,,,,,,,,,,,,,,,,,,,,,,
102003179,0.07687497435897431,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003180,0.07737210256410254,,0.15725185185185186,,,,,,,,,,,,,,,,,,,,,,,,,
102003190,,0.07499517948717946,,,,,,,,,,,,,,,,,,,,,,,,,,
102003195,0.0793826666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003202,,,,0.1383737891737891,,,,,,,,,,,,,,,,,,,,,,,,
102003210,,0.05242594871794877,,,,,,,,,,,,,,,,,,,,,,,,,,
102003228,0.09192112820512824,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003236,0.129028358974359,0.09004133333333325,,,,,,,,,,,,,,,,,,,,,,,,,,
102003243,0.0548028717948717,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003248,,,,,,,,,,,,,,0.4876851851851851,,,,,,,,,,,,,,
102003250,0.137556717948718,,,0.1383737891737891,,,,,,,,,,0.26146182336182333,,,,,,,,,,,,,,
102003258,0.09192112820512824,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003259,0.09192112820512824,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003261,,,,0.1471507122507123,,,,,,,,,,,,,,,,,,,,,,,,
102003264,,,,0.14464301994301998,,,,,,,,,,,,,,,,,,,,,,,,
102003282,0.08966199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003292,0.11850046153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003300,0.07511297435897428,0.16903364102564095,,,,,,,,,,,,,,,,,,,,,,,,,,
102003305,0.07311343589743585,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003311,0.06884374358974353,0.08126441025641021,,,,,,,,,,,,,,,,,,,,,,,,,,
102003312,,,0.14722108262108252,,,,,,,,,,,,,,,,,,,,,,,,,
102003323,0.06809805128205126,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003362,,0.054933641025641064,,,,,,,,,,,,,,,,,,,,,,,,,,
102003373,,0.054933641025641064,,,,,,,,,,,,,,,,,,,,,,,,,,
102003392,,,,0.120819943019943,,,,,,,,,,,,,,,,,,,,,,,,
102003395,0.07260528205128199,0.057074974358974344,,,,,,,,,,,,,,,,,,,,,,,,,,
102003396,,0.08251825641025635,,,,,,,,,,,,,,,,,,,,,,,,,,
102003397,,0.08251825641025635,,,,,,,,,,,,,,,,,,,,,,,,,,
102003414,0.08012835897435888,0.043649025641025574,,,,,,,,,,,,,,,,,,,,,,,,,,
102003417,,,,0.1082814814814815,,,,,,,,,,,,,,,,,,,,,,,,
102003448,,0.07750287179487175,,,,,,,,,,,,,,,,,,,,,,,,,,
102003451,,0.07750287179487175,,,,,,,,,,,,,,,,,,,,,,,,,,
102003458,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003464,,0.057441333333333365,,,,,,,,,,,,,,,,,,,,,,,,,,
102003466,0.08890528205128206,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003467,0.08590046153846154,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003474,0.033736051282051205,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003490,,,,,,0.27036649572649574,0.18132945868945866,0.19423982905982903,,,0.042757378917378894,0.12484985754985753,,,,,,,,0.055722,,,,,,,,
102003498,0.049787487179487104,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003511,0.051289897435897444,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003521,0.0793826666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003525,,0.037379794871794825,,,,,,,,,,,,,,,,,,,,,,,,,,
102003564,,,,0.13210455840455834,,,,,,,,,,,,,,,,,,,,,,,,
102003567,0.05354902564102555,,,,,,,,,,,,,0.31412336182336176,,,,,,,,,,,,,,
102003572,,,0.17104415954415952,,,,,,,,,,,,,,,,,,,,,,,,,
102003580,0.06884374358974353,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003594,0.0771235384615385,,,0.09323532763532758,,,,,,,,,,,,,,,,,,,,,,,,
102003602,,,,,0.05209800569800568,0.34304592592592587,0.20879749287749283,0.2149607977207977,,,,0.13131452991452988,,,,,,,,0.15300697435897428,,,,,,,,
102003604,,,,0.14088148148148139,,,,,,,,,,,,,,,,,,,,,,,,
102003610,0.10747738461538464,,0.12966723646723644,,,,,,,,,,,,,,,,,,,,,,,,,
102003622,0.0746158461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003624,0.06433651282051281,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003625,0.08063651282051275,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003628,0.08213892307692308,,,,,,,,,0.10908461538461543,,,,,,,,,,,,,,,,,,
102003634,0.0718595897435897,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003635,0.07311343589743585,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003653,0.06734133333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003654,0.09467738461538458,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003675,,,,0.08571225071225066,,,,,,,,,,,,,,,,,,,,,,,,
102003677,,,,0.08947378917378912,,,,,,,,,,,,,,,,,,,,,,,,
102003681,,,,0.08947378917378912,,,,,,,,,,,,,,,,,,,,,,,,
102003683,0.10195189743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003685,0.043649025641025574,0.12640287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
102003686,,,,0.14464301994301998,,,,,,,,,,,,,,,,,,,,,,,,
102003700,,,,,0.12801908831908834,0.17292062678062678,0.12840210826210827,0.11549173789173789,,,0.02332484330484328,0.09282535612535607,,,,,,,,,,,,,,,,
102003703,0.09819035897435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003706,0.052295179487179405,0.16903364102564095,,,,,,,,,,,,,,,,,,,,,,,,,,
102003722,0.07913410256410255,,,,,,,,,0.15798461538461542,,,,,,,,,,,,,,,,,,
102003727,0.08966199999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003729,0.14633364102564103,,,0.14589686609686614,,,,,,0.1504615384615385,,,,0.2877925925925925,,,,,,,,,,,,,,
102003737,,,,0.13962763532763522,,,,,,,,,,,,,,,,,,,,,,,,
102003741,,,,0.1433891737891737,,,,,,,,,,,,,,,,,,,,,,,,
102003748,,,,0.09699686609686602,,,,,,,,,,,,,,,,,,,,,,,,
102003759,0.0771235384615385,,,,,,,,,0.10783076923076929,,,,,,,,,,,,,,,,,,
102003767,0.08063651282051275,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003772,0.0803879487179487,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003776,0.08665717948717945,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003806,,,,0.09198148148148141,,,,,,,,,,,,,,,,,,,,,,,,
102003812,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003816,0.07762066666666657,0.057074974358974344,,,,,,,,,,,,,,,,,,,,,,,,,,
102003820,0.033736051282051205,0.1251490256410256,,,,,,,,,,,,,,,,,,,,,,,,,,
102003834,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003836,,0.0837721025641025,,,,,,,,,,,,,,,,,,,,,,,,,,
102003837,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003838,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003840,0.07963123076923079,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003842,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003843,0.11097738461538453,0.04490287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
102003845,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003847,0.0793826666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003850,0.07687497435897431,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003851,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003859,0.10596199999999992,0.039887487179487126,,,,,,,,,,,,,,,,,,,,,,,,,,
102003860,0.10596199999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003861,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003866,0.06960046153846144,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003867,0.05706199999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003873,0.08439805128205119,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003880,0.1147389230769231,,,0.10451994301994305,,,,,,,,,,,,,,,,,,,,,,,,
102003884,0.08489517948717942,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003894,0.07913410256410255,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003896,0.1340437435897436,0.046156717948717875,,,,,,,,,,,,,,,,,,,,,,,,,,
102003913,0.07311343589743585,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003917,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003919,,0.0862797948717948,,,,,,,,,,,,,,,,,,,,,,,,,,
102003925,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003934,,,,0.1082814814814815,,,,,,,,,,,,,,,,,,,,,,,,
102003935,,,,0.1082814814814815,,,,,,,,,,,,,,,,,,,,,,,,
102003940,0.08991056410256404,,,,,,,,,0.09905384615384609,,,,,,,,,,,,,,,,,,
102003947,,,,0.09574301994301987,,,,,,,,,,,,,,,,,,,,,,,,
102003951,0.09718507692307687,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003955,0.07311343589743585,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003967,,0.15900287179487174,,0.1233276353276353,,,,,,,,,,,,,,,,,,,,,,,,
102003978,0.08088507692307695,,0.12966723646723644,,,,,,,,,,,,,,,,,,,,,,,,,
102003979,0.10244902564102568,,0.15474415954415957,,,,,,,,,,,,,,,,,,,,,,,,,
102003986,0.07562112820512815,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003997,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102003998,0.0718595897435897,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004016,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004021,,0.0837721025641025,,,,,,,,,,,,,,,,,,,,,,,,,,
102004024,0.10069805128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004032,0.06308266666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004033,0.08213892307692308,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004050,0.07989276923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004058,,,,0.13461225071225064,,,,,,,,,,,,,,,,,,,,,,,,
102004062,0.13254133333333326,0.05869517948717951,,,,,,,,,,,,,,,,,,,,,,,,,,
102004064,0.08314420512820506,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004101,0.11223123076923067,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004102,,,,0.10953532763532765,,,,,,,,,,,,,,,,,,,,,,,,
102004103,,,,0.14088148148148139,,,,,,,,,,,,,,,,,,,,,,,,
102004110,0.15535912820512812,0.07248748717948716,,,,,,,,,,,,,,,,,,,,,,,,,,
102004111,0.09693651282051284,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004130,0.10345430769230762,0.0837721025641025,,,,,,,,,,,,,,,,,,,,,,,,,,
102004148,0.09241825641025633,,,0.10451994301994305,,,,,,,,,,,,,,,,,,,,,,,,
102004201,0.04853364102564096,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004213,0.08991056410256404,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004243,,,,,,0.17827868945868935,0.16886051282051273,0.16329800569800562,,,0.023573960113960058,0.33791424501424505,,,,,,,,0.06459194871794866,,,,,,,,
102004245,0.09819035897435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004252,,0.06371056410256411,,,,,,,,,,,,,,,,,,,,,,,,,,
102004268,0.11724661538461542,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004271,0.04226441025641021,0.15147979487179486,,,,,,,,,,,,,,,,,,,,,,,,,,
102004281,0.11850046153846155,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004283,,0.09004133333333325,,,,,,,,,,,,,,,,,,,,,,,,,,
102004301,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004304,0.08941343589743594,,,,,0.16009219373219377,0.15474997150997155,0.15474997150997155,,,,0.15742108262108265,,,,,,,,,,,,,,,,
102004318,,0.04490287179487172,,,,,,,,,,,,,,,,,,,,,,,,,,
102004320,,0.08126441025641021,,,,,,,,,,,,,,,,,,,,,,,,,,
102004321,0.0803879487179487,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004324,0.08289564102564101,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004345,0.11599276923076926,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004349,0.10972353846153837,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004363,0.0931749743589744,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004365,0.07812882051282045,,,,,,,,,0.09779999999999994,,,,,,,,,,,,,,,,,,
102004366,,,,0.1283430199430199,,,,,,,,,,,,,,,,,,,,,,,,
102004367,0.08263605128205131,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004375,0.05856441025641029,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004376,0.06608748717948719,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004378,0.06608748717948719,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004379,,,,0.14840455840455843,,,,,,,,,,,,,,,,,,,,,,,,
102004386,0.06608748717948719,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004389,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004391,,,,0.14088148148148139,,,,,,,,,,,,,,,,,,,,,,,,
102004396,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004408,0.06884374358974353,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004421,0.061320666666666634,0.14897210256410257,,,,,,,,,,,,,,,,,,,,,,,,,,
102004426,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004429,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004430,0.06734133333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004431,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004432,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004433,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004436,0.08339276923076924,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004442,,,,0.12959686609686605,,,,,,,,,,,,,,,,,,,,,,,,
102004446,0.0708543076923076,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004447,0.06734133333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004450,,0.06371056410256411,,,,,,,,,,,,,,,,,,,,,,,,,,
102004451,0.06884374358974353,,,0.08696609686609683,,,,,,,,,,,,,,,,,,,,,,,,
102004456,0.07562112820512815,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004473,0.09969276923076917,,,0.09198148148148141,,,,,,,,,,,,,,,,,,,,,,,,
102004482,0.09819035897435899,,,,,,,,,0.15171538461538467,,,,,,,,,,,,,,,,,,
102004483,0.046025948717948656,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004487,0.09819035897435899,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004489,0.0668442051282051,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004490,,,0.15725185185185186,,,,,,,,,,,,,,,,,,,,,,,,,
102004520,0.03724902564102561,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004521,0.05254374358974359,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004522,0.05254374358974359,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004525,0.10972353846153837,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004537,0.08967497435897437,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004546,0.09693651282051284,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004549,,,,0.10451994301994305,,,,,,,,,,,,,,,,,,,,,,,,
102004550,,,,0.10702763532763535,,,,,,,,,,,,,,,,,,,,,,,,
102004556,,0.02860287179487178,,,,,,,,,,,,,,,,,,,,,,,,,,
102004557,,,,0.120819943019943,,,,,,,,,,,,,,,,,,,,,,,,
102004563,,,,0.1132968660968661,,,,,,,,,,,,,,,,,,,,,,,,
102004574,0.09442882051282053,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004581,,,,0.08696609686609683,,,,,,,,,,,,,,,,,,,,,,,,
102004585,0.0625745128205128,0.1502259487179487,,,,,,,,,,,,,,0.12538461538461537,,,,,,,,,,,,
102004589,0.0956826666666667,,,,0.1260749287749288,,,,,,,,,,,,,,,,,,,,,,,
102004592,0.09066728205128209,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004610,0.08314420512820506,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004613,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004616,0.0869057435897435,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004626,0.06182882051282051,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004634,0.0708543076923076,0.11613651282051274,,,,,,,,,,,,,,,,,,,,,,,,,,
102004638,0.15285143589743583,,,0.12207378917378915,,,,,,,,,,,,,,,,,,,,,,,,
102004639,0.09241825641025633,,,0.1032660968660969,,,,,,,,,,,,,,,,,,,,,,,,
102004652,,,,0.10075840455840446,,,,,,,,,,,,,,,,,,,,,,,,
102004678,0.0472797948717948,0.07212112820512814,,,,,,,,,,,,,,,,,,,,,,,,,,
102004692,0.10069805128205128,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004694,0.0633312307692307,,,,,,,,,0.06269230769230762,,,,,,,,,,,,,,,,,,
102004695,0.07311343589743585,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004697,0.06758989743589738,0.15900287179487174,,,,,,,,,,,,,,,,,,,,,,,,,,
102004700,0.02495912820512816,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004701,0.0718595897435897,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004702,,0.08126441025641021,,,,,,,,,,,,,,,,,,,,,,,,,,
102004705,0.02245143589743586,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004707,0.04477210256410251,0.1602567179487179,,,,,,,,,,,,,,,,,,,,,,,,,,
102004717,,,0.1284133903133903,,,,,,,,,,,,,,,,,,,,,,,,,
102004718,0.013674512820512815,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004719,,,0.1284133903133903,,,,,,,,,,,,,,,,,,,,,,,,,
102004726,,,0.1334287749287749,,,,,,,,,,,,,,,,,,,,,,,,,
102004732,0.09192112820512824,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004735,,,,0.08320455840455837,,,,,,,,,,,,,,,,,,,,,,,,
102004736,,,,0.11204301994301996,,,,,,,,,,,,,,,,,,,,,,,,
102004739,,,,0.07944301994301992,,,,,,,,,,,,,,,,,,,,,,,,
102004743,,0.05869517948717951,,,,,,,,,,,,,,,,,,,,,,,,,,
102004744,0.10596199999999992,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004746,0.12100815384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004747,,,0.1284133903133903,,,,,,,,,,,,,,,,,,,,,,,,,
102004750,0.08565189743589735,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004762,,,,0.07944301994301992,,,,,,,,,,,,,,,,,,,,,,,,
102004763,,,,0.07944301994301992,,,,,,,,,,,,,,,,,,,,,,,,
102004765,0.1147389230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004771,0.08941343589743594,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004780,0.08238748717948713,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004781,0.08238748717948713,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004786,,,,0.07944301994301992,,,,,,,,,,,,,,,,,,,,,,,,
102004788,0.07687497435897431,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004792,0.05104133333333325,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004809,0.052295179487179405,0.16903364102564095,,,,,,,,,,,,,,,,,,,,,,,,,,
102004812,0.06182882051282051,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004835,0.09843892307692304,0.043649025641025574,,,0.004451851851851852,,,,,,,,,,,,,,,,,,,,,,,
102004836,0.0818903589743589,,,,,,,,,,,,,,,,,,,,,,,,,,,
102004867,0.09216969230769229,,,,,,,,,,,,,,,,,,,,,,,,,,,
